# LAMMPS data file written by OVITO Pro 3.12.3

319 atoms
2 atom types

0.0 5.15681 xlo xhi
0.0 4.4659284625 ylo yhi
0.0 204.3175458539 zlo zhi
-2.578405 0.0 0.0 xy xz yz

Masses

1 180.94788  # Ta
2 55.845  # Fe

Atoms  # atomic

1 2 2.578405 0.0 0.0
2 2 -1.2892025 2.2329642312 0.0
3 2 1.2892025 2.2329642312 0.0
4 1 0.0 0.0 1.3330750409
5 1 2.578405 1.4886428208 2.560356165
6 1 0.0 2.9772856417 2.560356165
7 1 0.0 0.0 3.7876372891
8 2 2.578405 0.0 5.12071233
9 2 -1.2892025 2.2329642312 5.12071233
10 2 1.2892025 2.2329642312 5.12071233
11 1 0.0 0.0 6.3146124742
12 1 0.0 2.9772856417 6.7102901967
13 1 2.578405 1.4886428208 7.1059679193
14 2 -6.6613381478e-16 1.4886428208 8.2998680635
15 2 1.2892025 3.7216070521 8.2998680635
16 2 -1.2892025 3.7216070521 8.2998680635
17 1 2.578405 1.4886428208 9.6329431044
18 1 -2.2204460493e-16 2.9772856417 10.8602242285
19 1 0.0 0.0 10.8602242285
20 1 2.578405 1.4886428208 12.0875053526
21 2 -6.6613381478e-16 1.4886428208 13.4205803935
22 2 1.2892025 3.7216070521 13.4205803935
23 2 -1.2892025 3.7216070521 13.4205803935
24 1 2.578405 1.4886428208 14.6144805377
25 1 0.0 0.0 15.0101582602
26 1 0.0 2.9772856417 15.4058359828
27 2 2.578405 2.9772856417 16.599736127
28 2 1.2892025 0.7443214104 16.599736127
29 2 3.8676075 0.7443214104 16.599736127
30 1 0.0 2.9772856417 17.9328111679
31 1 0.0 0.0 19.160092292
32 1 2.578405 1.4886428208 19.160092292
33 1 0.0 2.9772856417 20.3873734161
34 2 2.578405 2.9772856417 21.720448457
35 2 1.2892025 0.7443214104 21.720448457
36 2 3.8676075 0.7443214104 21.720448457
37 1 0.0 2.9772856417 22.9143486011
38 1 2.578405 1.4886428208 23.3100263237
39 1 0.0 0.0 23.7057040463
40 2 2.578405 0.0 24.8996041905
41 2 -1.2892025 2.2329642312 24.8996041905
42 2 1.2892025 2.2329642312 24.8996041905
43 1 0.0 0.0 26.2326792314
44 1 2.578405 1.4886428208 27.4599603555
45 1 0.0 2.9772856417 27.4599603555
46 1 0.0 0.0 28.6872414796
47 2 2.578405 0.0 30.0203165205
48 2 -1.2892025 2.2329642312 30.0203165205
49 2 1.2892025 2.2329642312 30.0203165205
50 1 0.0 0.0 31.2142166646
51 1 0.0 2.9772856417 31.6098943872
52 1 2.578405 1.4886428208 32.0055721098
53 2 -6.6613381478e-16 1.4886428208 33.199472254
54 2 1.2892025 3.7216070521 33.199472254
55 2 -1.2892025 3.7216070521 33.199472254
56 1 2.578405 1.4886428208 34.5325472948
57 1 -2.2204460493e-16 2.9772856417 35.759828419
58 1 0.0 0.0 35.759828419
59 1 2.578405 1.4886428208 36.9871095431
60 2 -6.6613381478e-16 1.4886428208 38.320184584
61 2 1.2892025 3.7216070521 38.320184584
62 2 -1.2892025 3.7216070521 38.320184584
63 1 2.578405 1.4886428208 39.5140847281
64 1 0.0 0.0 39.9097624507
65 1 0.0 2.9772856417 40.3054401733
66 2 2.578405 2.9772856417 41.4993403175
67 2 1.2892025 0.7443214104 41.4993403175
68 2 3.8676075 0.7443214104 41.4993403175
69 1 0.0 2.9772856417 42.8324153583
70 1 0.0 0.0 44.0596964825
71 1 2.578405 1.4886428208 44.0596964825
72 1 0.0 2.9772856417 45.2869776066
73 2 2.578405 2.9772856417 46.6200526475
74 2 1.2892025 0.7443214104 46.6200526475
75 2 3.8676075 0.7443214104 46.6200526475
76 1 0.0 2.9772856417 47.8139527916
77 1 2.578405 1.4886428208 48.2096305142
78 1 0.0 0.0 48.6053082368
79 2 2.578405 0.0 49.799208381
80 2 -1.2892025 2.2329642312 49.799208381
81 2 1.2892025 2.2329642312 49.799208381
82 1 0.0 0.0 51.1322834218
83 1 2.578405 1.4886428208 52.359564546
84 1 0.0 2.9772856417 52.359564546
85 1 0.0 0.0 53.5868456701
86 2 2.578405 0.0 54.919920711
