# LAMMPS data file written by OVITO Pro 3.12.3

318 atoms
2 atom types

0.0 5.15681 xlo xhi
0.0 4.4659284625 ylo yhi
0.0 202.3759892573 zlo zhi
-2.578405 0.0 0.0 xy xz yz

Masses

1 180.94788  # Ta
2 55.845  # Fe

Atoms  # atomic

1 2 -6.6613381478e-16 1.4886428208 0.0
2 2 1.2892025 3.7216070521 0.0
3 2 -1.2892025 3.7216070521 0.0
4 1 2.578405 1.4886428208 1.1939001442
5 2 0.0 0.0 1.5895778667
6 1 0.0 2.9772856417 1.9852555893
7 2 2.578405 2.9772856417 3.1791557335
8 2 1.2892025 0.7443214104 3.1791557335
9 2 3.8676075 0.7443214104 3.1791557335
10 1 0.0 2.9772856417 4.5122307744
11 1 0.0 0.0 5.7395118985
12 1 2.578405 1.4886428208 5.7395118985
13 1 0.0 2.9772856417 6.9667930226
14 2 2.578405 2.9772856417 8.2998680635
15 2 1.2892025 0.7443214104 8.2998680635
16 2 3.8676075 0.7443214104 8.2998680635
17 1 0.0 2.9772856417 9.4937682077
18 2 2.578405 1.4886428208 9.8894459302
19 1 0.0 0.0 10.2851236528
20 2 2.578405 0.0 11.479023797
21 2 -1.2892025 2.2329642312 11.479023797
22 2 1.2892025 2.2329642312 11.479023797
23 1 0.0 0.0 12.8120988379
24 1 2.578405 1.4886428208 14.039379962
25 1 0.0 2.9772856417 14.039379962
26 1 0.0 0.0 15.2666610861
27 2 2.578405 0.0 16.599736127
28 2 -1.2892025 2.2329642312 16.599736127
29 2 1.2892025 2.2329642312 16.599736127
30 1 0.0 0.0 17.7936362711
31 2 0.0 2.9772856417 18.1893139937
32 1 2.578405 1.4886428208 18.5849917163
33 2 -6.6613381478e-16 1.4886428208 19.7788918605
34 2 1.2892025 3.7216070521 19.7788918605
35 2 -1.2892025 3.7216070521 19.7788918605
36 1 2.578405 1.4886428208 21.1119669014
37 1 -2.2204460493e-16 2.9772856417 22.3392480255
38 1 0.0 0.0 22.3392480255
39 1 2.578405 1.4886428208 23.5665291496
40 2 -6.6613381478e-16 1.4886428208 24.8996041905
41 2 1.2892025 3.7216070521 24.8996041905
42 2 -1.2892025 3.7216070521 24.8996041905
43 1 2.578405 1.4886428208 26.0935043346
44 2 0.0 0.0 26.4891820572
45 1 0.0 2.9772856417 26.8848597798
46 2 2.578405 2.9772856417 28.078759924
47 2 1.2892025 0.7443214104 28.078759924
48 2 3.8676075 0.7443214104 28.078759924
49 1 0.0 2.9772856417 29.4118349648
50 1 0.0 0.0 30.639116089
51 1 2.578405 1.4886428208 30.639116089
52 1 0.0 2.9772856417 31.8663972131
53 2 2.578405 2.9772856417 33.199472254
54 2 1.2892025 0.7443214104 33.199472254
55 2 3.8676075 0.7443214104 33.199472254
56 1 0.0 2.9772856417 34.3933723981
57 2 2.578405 1.4886428208 34.7890501207
58 1 0.0 0.0 35.1847278433
59 2 2.578405 0.0 36.3786279875
60 2 -1.2892025 2.2329642312 36.3786279875
61 2 1.2892025 2.2329642312 36.3786279875
62 1 0.0 0.0 37.7117030283
63 1 2.578405 1.4886428208 38.9389841525
64 1 0.0 2.9772856417 38.9389841525
65 1 0.0 0.0 40.1662652766
66 2 2.578405 0.0 41.4993403175
67 2 -1.2892025 2.2329642312 41.4993403175
68 2 1.2892025 2.2329642312 41.4993403175
69 1 0.0 0.0 42.6932404616
70 2 0.0 2.9772856417 43.0889181842
71 1 2.578405 1.4886428208 43.4845959068
72 2 -6.6613381478e-16 1.4886428208 44.678496051
